,text,entityTag
15756,the,1
15757,new,1
15758,government,1
15759,and,1
15760,the,1
15761,health,1
15762,of,1
15763,the,1
15764,head,1
15765,of,1
15766,state,1
15767, ,5
15768,.,1
15769,The,1
15770,precise,1
15771,reason,1
15772,for,1
15773,the,1
15774,call,1
15775,was,1
15776,not,1
15777,immediately,1
15778,clear,1
15779,.,1
15780,Guinea,4
15781,'s,1
15782,president,1
15783,",",1
15784,Lansana,3
15785,Conte,3
15786,",",1
15787,vice-president,1
15788,of,1
15789,the,1
15790,Organisation,0
15791,of,0
15792,the,0
15793,Islamic,0
15794,Conference,0
15795,",",1
15796,left,1
15797,for,1
15798,Kuwait,4
15799,on,1
15800,August,1
15801,16,1
15802,to,1
15803,prepare,1
15804,the,1
15805,next,1
15806,OIC,0
15807,summit,1
15808,in,1
15809,Pakistan,4
15810,in,1
15811,1997,1
15812,.,1
15813,Koranic,2
15814,reading,1
15815,sessions,1
15816,and,1
15817,prayers,1
15818,were,1
15819,to,1
15820,be,1
15821,held,1
15822,in,1
15823,the,1
15824,farming,1
15825,town,1
15826,of,1
15827,Badi-Tondon,4
15828,",",1
15829,near,1
15830,his,1
15831,home,1
15832,about,1
15833,60,1
15834,km,1
15835,(,1
15836,40,1
15837,miles,1
15838,),1
15839,from,1
15840,the,1
15841,capital,1
15842,Conakry,4
15843,.,1
15844,Conte,3
15845,",",1
15846,an,1
15847,army,1
15848,general,1
15849,",",1
15850,survived,1
15851,a,1
15852,February,1
15853,army,1
15854,pay,1
15855,revolt,1
15856,which,1
15857,at,1
15858,the,1
15859,time,1
15860,he,1
15861,described,1
15862,as,1
15863,a,1
15864,veiled,1
15865,attempt,1
15866,to,1
15867,topple,1
15868,him,1
15869,.,1
15870,He,1
15871,has,1
15872,since,1
15873,named,1
15874,a,1
15875,prime,1
15876,minister,1
15877,for,1
15878,the,1
15879,first,1
15880,time,1
15881,since,1
15882,early,1
15883,in,1
15884,his,1
15885,rule,1
15886,and,1
15887,ordered,1
15888,a,1
15889,crackdown,1
15890,on,1
15891,corruption,1
15892,.,1
15893,Conte,3
15894,seized,1
15895,power,1
15896,in,1
15897,1984,1
15898,after,1
15899,the,1
15900,death,1
15901,of,1
15902,veteran,1
15903,Marxist,2
15904,leader,1
15905,Ahmed,3
15906,Sekou,3
15907,Toure,3
15908,.,1
15909,He,1
15910,won,1
15911,elections,1
15912,in,1
15913,1993,1
15914,.,1
15915,-DOCSTART-,1
15916,South,2
15917,African,2
15918,answers,1
15919,U.S.,4
15920,message,1
15921,in,1
15922,a,1
15923,bottle,1
15924,.,1
15925,JOHANNESBURG,4
15926,1996-08-22,1
15927,A,1
15928,South,2
15929,African,2
15930,boy,1
15931,is,1
15932,writing,1
15933,back,1
15934,to,1
15935,an,1
15936,American,2
15937,girl,1
15938,whose,1
15939,message,1
15940,in,1
15941,a,1
15942,bottle,1
15943,he,1
15944,found,1
15945,washed,1
15946,up,1
15947,on,1
15948,President,1
15949,Nelson,3
15950,Mandela,3
15951,'s,1
15952,old,1
15953,prison,1
15954,island,1
15955,.,1
15956,But,1
15957,Carlo,3
15958,Hoffmann,3
15959,",",1
15960,an,1
15961,11-year-old,1
15962,jailer,1
15963,'s,1
15964,son,1
15965,who,1
15966,found,1
15967,the,1
15968,bottle,1
15969,on,1
15970,the,1
15971,beach,1
15972,at,1
15973,Robben,4
15974,Island,4
15975,off,1
15976,Cape,4
15977,Town,4
15978,after,1
15979,winter,1
15980,storms,1
15981,",",1
15982,will,1
15983,send,1
15984,his,1
15985,letter,1
15986,back,1
15987,by,1
15988,ordinary,1
15989,mail,1
15990,on,1
15991,Thursday,1
15992,",",1
15993,the,1
15994,post,1
15995,office,1
15996,said,1
15997,.,1
15998,It,1
15999,will,1
16000,be,1
16001,sent,1
16002,for,1
16003,free,1
16004,.,1
16005,Danielle,3
16006,Murray,3
16007,from,1
16008,Sandusky,4
16009,",",1
16010,Ohio,4
16011,",",1
16012,the,1
16013,same,1
16014,age,1
16015,as,1
16016,her,1
16017,new,1
16018,penfriend,1
16019,",",1
16020,asked,1
16021,for,1
16022,a,1
16023,reply,1
16024,from,1
16025,whoever,1
16026,received,1
16027,the,1
16028,message,1
16029,she,1
16030,flung,1
16031,on,1
16032,its,1
16033,journey,1
16034,months,1
16035,ago,1
16036,on,1
16037,the,1
16038,other,1
16039,side,1
16040,of,1
16041,the,1
16042,Atlantic,4
16043,Ocean,4
16044,.,1
16045,-DOCSTART-,1
16046,Rottweiler,2
16047,kills,1
16048,South,2
16049,African,2
16050,toddler,1
16051,.,1
16052,JOHANNESBURG,4
16053,1996-08-22,1
16054,A,1
16055,rottweiler,1
16056,dog,1
16057,belonging,1
16058,to,1
16059,an,1
16060,elderly,1
16061,South,2
16062,African,2
16063,couple,1
16064,savaged,1
16065,to,1
16066,death,1
16067,their,1
16068,two-year-old,1
16069,grandson,1
16070,who,1
16071,was,1
16072,visiting,1
16073,",",1
16074,police,1
16075,said,1
16076,on,1
16077,Thursday,1
16078,.,1
16079,The,1
16080,dog,1
16081,attacked,1
16082,Louis,3
16083,Booy,3
16084,in,1
16085,the,1
16086,front,1
16087,garden,1
16088,of,1
16089,his,1
16090,grandparents,1
16091,',1
16092,house,1
16093,in,1
16094,Vanderbijlpark,4
16095,near,1
16096,Johannesburg,4
16097,on,1
16098,Tuesday,1
16099,.,1
16100,His,1
16101,bloody,1
16102,body,1
16103,was,1
16104,lying,1
16105,in,1
16106,the,1
16107,garden,1
16108,when,1
16109,his,1
16110,parents,1
16111,arrived,1
16112,in,1
16113,the,1
16114,afternoon,1
16115,to,1
16116,pick,1
16117,him,1
16118,up,1
16119,.,1
16120,It,1
16121,was,1
16122,unclear,1
16123,where,1
16124,the,1
16125,grandparents,1
16126,were,1
16127,at,1
16128,the,1
16129,time,1
16130,.,1
16131,Dogs,1
16132,fierce,1
16133,enough,1
16134,to,1
16135,scare,1
16136,off,1
16137,burglars,1
16138,are,1
16139,becoming,1
16140,increasingly,1
16141,popular,1
16142,in,1
16143,the,1
16144,crime-infested,1
16145,Johannesburg,4
16146,area,1
16147,.,1
16148,-DOCSTART-,1
16149,INDICATORS,1
16150,-,1
16151,Hungary,4
16152,-,1
16153,updated,1
16154,Aug,1
16155,22,1
16156,.,1
16157,BUDAPEST,4
16158,1996-08-22,1
16159,The,1
16160,latest,1
16161,indicators,1
16162,:,1
16163,CPI,1
16164,(,1
16165,pct,1
16166,),1
16167,July,1
16168,+0.4m,1
16169,/,1
16170,m,1
16171,;,1
16172,23.0yr,1
16173,/,1
16174,yr,1
16175,(,1
16176,June,1
16177,+0.9;+23.6,1
16178,),1
16179,PPI,1
16180,(,1
16181,pct,1
16182,),1
16183,June,1
16184,+0.7,1
16185,m,1
16186,/,1
16187,m;+21.5yr,1
16188,/,1
16189,yr,1
16190,(,1
16191,May,1
16192,+1.7;+22.0,1
16193,),1
16194,Industry,1
16195,output,1
16196,(,1
16197,pct,1
16198,),1
16199,June,1
16200,-,1
16201,7.8,1
16202,m,1
16203,/,1
16204,m;-0.2yr,1
16205,/,1
16206,yr,1
16207,(,1
16208,May,1
16209,+7.3;-3.6,1
16210,),1
16211,Current,1
16212,account,1
16213,Jan-May,1
16214,-,1
16215,$,1
16216,738,1
16217,million,1
16218,(,1
16219,Jan-April,1
16220,-,1
16221,$,1
16222,748,1
16223,million,1
16224,),1
16225,NBH,0
16226,trade,1
16227,balance,1
16228,Jan-May,1
16229,-,1
16230,$,1
16231,934,1
16232,million,1
16233,(,1
16234,Jan-April,1
16235,-,1
16236,$,1
16237,774,1
16238,million,1
16239,),1
16240,MIT,0
16241,trade,1
16242,balance,1
16243,Jan-June,1
16244,-,1
16245,$,1
16246,1.45,1
16247,bln,1
16248,(,1
16249,Jan-May,1
16250,-,1
16251,$,1
16252,1.24,1
16253,bln,1
16254,),1
16255,Gross,1
16256,foreign,1
16257,debt,1
16258,May,1
16259,$,1
16260,"27,246.5",1
16261,million,1
16262,(,1
16263,April,1
16264,$,1
16265,"28,716.8",1
16266,million,1
16267,),1
16268,Net,1
16269,foreign,1
16270,debt,1
16271,May,1
16272,$,1
16273,"14,390.7",1
16274,million,1
16275,(,1
16276,April,1
16277,$,1
16278,"15,704.3",1
16279,million,1
16280,),1
16281,Unemployment,1
16282,(,1
16283,pct,1
16284,),1
16285,July,1
16286,10.8,1
16287,pct,1
16288,(,1
16289,June,1
16290,10.6,1
16291,pct,1
16292,),1
16293,Budget,1
16294,deficit,1
16295,(,1
16296,HUF,1
16297,),1
16298,Jan-July,1
16299,102,1
16300,bln,1
16301,(,1
16302,Jan-June,1
16303,122,1
16304,bln,1
16305,),1
16306,T-bill,1
16307,yields,1
16308,%,1
16309,(,1
16310,1mo,1
16311,),1
16312,22.95,1
16313,(,1
16314,3mo,1
16315,),1
16316,23.02,1
16317,(,1
16318,6mo,1
16319,),1
16320,23.53,1
16321,(,1
16322,1yr,1
16323,),1
16324,24.40,1
16325,Government,1
16326,bond,1
16327,yields,1
16328,:,1
16329,(,1
16330,2-yr,1
16331,1998,1
16332,/,1
16333,J,1
16334,),1
16335,"25.49,(3-yr",1
16336,1999,1
16337,/,1
16338,c,1
16339,),1
16340,24.44,1
16341,The,1
16342,NBH,0
16343,is,1
16344,BBB-minus,1
16345,by,1
16346,Duff,0
16347,&,0
16348,Phelps,0
16349,",",1
16350,IBCA,0
16351,and,1
16352,Thomson,0
16353,BankWatch,0
16354,",",1
16355,BB-plus,1
16356,by,1
16357,S&P,0
16358,",",1
16359,BA1,1
16360,by,1
16361,Moody,0
16362,'s,0
16363,Investors,0
16364,Service,0
16365,",",1
16366,BBB+,1
16367,by,1
16368,the,1
16369,Japan,0
16370,Credit,0
16371,Rating,0
16372,Agency,0
16373,.,1
16374,The,1
16375,NBH,0
16376,trade,1
16377,data,1
16378,is,1
16379,based,1
16380,on,1
16381,cash,1
16382,flow,1
16383,",",1
16384,MIT,0
16385,data,1
16386,on,1
16387,customs,1
16388,statistics,1
16389,.,1
16390,--,1
16391,Budapest,4
16392,newsroom,1
16393,(,1
16394,36,1
16395,1)266,1
16396,2410,1
16397,-DOCSTART-,1
16398,Fifty,1
16399,Russians,2
16400,die,1
16401,in,1
16402,clash,1
16403,with,1
16404,rebels-Interfax,1
16405,.,1
16406,MOSCOW,4
16407,1996-08-22,1
16408,At,1
16409,least,1
16410,50,1
16411,Russian,2
16412,servicemen,1
16413,have,1
16414,been,1
16415,killed,1
16416,in,1
16417,a,1
16418,battle,1
16419,with,1
16420,separatist,1
16421,rebels,1
16422,which,1
16423,erupted,1
16424,in,1
16425,the,1
16426,Chechen,2
16427,capital,1
16428,Grozny,4
16429,on,1
16430,Thursday,1
16431,and,1
16432,continued,1
16433,after,1
16434,Russia,4
16435,and,1
16436,the,1
16437,rebels,1
16438,agreed,1
16439,a,1
16440,truce,1
16441,",",1
16442,Interfax,0
16443,news,1
16444,agency,1
16445,said,1
16446,.,1
16447,Interfax,0
16448,quoted,1
16449,Russian,2
16450,military,1
16451,command,1
16452,in,1
16453,Chechnya,4
16454,as,1
16455,saying,1
16456,that,1
16457,about,1
16458,200,1
16459,interior,0
16460,ministry,0
16461,forces,1
16462,",",1
16463,sent,1
16464,on,1
16465,reconaisance,1
16466,mission,1
16467,",",1
16468,clashed,1
16469,with,1
16470,rebels,1
16471,at,1
16472,Minutka,4
16473,Square,4
16474,.,1
16475,The,1
16476,Interfax,0
16477,report,1
16478,could,1
16479,not,1
16480,be,1
16481,independently,1
16482,confirmed,1
16483,.,1
16484,Moscow,4
16485,peacemaker,1
16486,Alexander,3
16487,Lebed,3
16488,and,1
16489,rebel,1
16490,chief-of-staff,1
16491,Aslan,3
16492,Maskhadov,3
16493,signed,1
16494,an,1
16495,agreement,1
16496,earlier,1
16497,on,1
16498,Thursday,1
16499,under,1
16500,which,1
16501,the,1
16502,two,1
16503,sides,1
16504,would,1
16505,cease,1
16506,all,1
16507,hostilities,1
16508,at,1
16509,noon,1
16510,(,1
16511,0800,1
16512,GMT,2
16513,),1
16514,on,1
16515,Friday,1
16516,.,1
16517,Interfax,0
16518,made,1
16519,clear,1
16520,that,1
16521,the,1
16522,interior,0
16523,ministry,0
16524,detachment,1
16525,had,1
16526,been,1
16527,sent,1
16528,on,1
16529,the,1
16530,mission,1
16531,before,1
16532,the,1
16533,truce,1
16534,deal,1
16535,had,1
16536,been,1
16537,signed,1
16538,at,1
16539,the,1
16540,local,1
16541,equivalent,1
16542,of,1
16543,1500,1
16544,GMT,2
16545,.,1
16546,But,1
16547,fierce,1
16548,fighting,1
16549,still,1
16550,raged,1
16551,at,1
16552,1600,1
16553,GMT,2
16554,",",1
16555,Interfax,0
16556,said,1
16557,.,1
16558,It,1
16559,quoted,1
16560,a,1
16561,source,1
16562,in,1
16563,the,1
16564,Russian,2
16565,command,1
16566,in,1
16567,Chechnya,4
16568,as,1
16569,saying,1
16570,that,1
16571,the,1
16572,servicemen,1
16573,were,1
16574,outnumbered,1
16575,by,1
16576,the,1
16577,rebels,1
16578,.,1
16579,-DOCSTART-,1
16580,Polish,2
16581,schoolgirl,1
16582,blackmailer,1
16583,wanted,1
16584,textbooks,1
16585,.,1
16586,GDANSK,4
16587,",",1
16588,Poland,4
16589,1996-08-22,1
16590,A,1
16591,Polish,2
16592,schoolgirl,1
16593,blackmailed,1
16594,two,1
16595,women,1
16596,with,1
16597,anonymous,1
16598,letters,1
16599,threatening,1
16600,death,1
16601,and,1
16602,later,1
16603,explained,1
16604,that,1
16605,she,1
16606,needed,1
16607,money,1
16608,for,1
16609,textbooks,1
16610,",",1
16611,police,1
16612,said,1
16613,on,1
16614,Thursday,1
16615,.,1
16616, ,5
16617,The,1
16618,13-year-old,1
16619,girl,1
16620,tried,1
16621,to,1
16622,extract,1
16623,60,1
16624,and,1
16625,70,1
16626,zlotys,1
16627,(,1
16628,$,1
16629,22,1
16630,and,1
16631,$,1
16632,26,1
16633,),1
16634,from,1
16635,two,1
16636,residents,1
16637,of,1
16638,Sierakowice,4
16639,by,1
16640,threatening,1
16641,to,1
16642,take,1
16643,their,1
16644,lives,1
16645,",",1
16646, ,5
16647,a,1
16648,police,1
16649,spokesman,1
16650,said,1
16651,in,1
16652,the,1
16653,nearby,1
16654,northern,1
16655,city,1
16656,of,1
16657,Gdansk,4
16658,on,1
16659,Thursday,1
16660,.,1
16661,He,1
16662,said,1
16663,the,1
16664,women,1
16665,reported,1
16666,the,1
16667,blackmail,1
16668,letters,1
16669,and,1
16670,police,1
16671,caught,1
16672,the,1
16673,girl,1
16674,on,1
16675,Wednesday,1
16676,as,1
16677,she,1
16678,tried,1
16679,to,1
16680,pick,1
16681,up,1
16682,the,1
16683,cash,1
16684,at,1
16685,the,1
16686,Sierakowice,4
16687,railway,1
16688,station,1
16689,.,1
16690, ,5
16691,Interviewed,1
16692,in,1
16693,the,1
16694,presence,1
16695,of,1
16696,a,1
16697,psychologist,1
16698,",",1
16699,she,1
16700,said,1
16701,she,1
16702,wanted,1
16703,to,1
16704,use,1
16705,the,1
16706,money,1
16707,for,1
16708,school,1
16709,books,1
16710,and,1
16711,clothes,1
16712,",",1
16713, ,5
16714,spokesman,1
16715,Kazimierz,3
16716,Socha,3
16717,told,1
16718,Reuters,0
16719,.,1
16720,He,1
16721,said,1
16722,the,1
16723,case,1
16724,of,1
16725,the,1
16726,girl,1
16727,",",1
16728,from,1
16729,a,1
16730,poor,1
16731,family,1
16732,that,1
16733,had,1
16734,never,1
16735,been,1
16736,in,1
16737,trouble,1
16738,with,1
16739,the,1
16740,law,1
16741,",",1
16742,would,1
16743,go,1
16744,before,1
16745,a,1
16746,special,1
16747,court,1
16748,dealing,1
16749,with,1
16750,underage,1
16751,offenders,1
16752,.,1
16753,-DOCSTART-,1
16754,Czech,2
16755,CNB-120,2
16756,index,1
16757,rises,1
16758,1.2,1
16759,pts,1
16760,to,1
16761,869.3,1
16762,.,1
16763,PRAGUE,4
16764,1996-08-22,1
16765,The,1
16766,CNB-120,2
16767,index,1
16768,",",1
16769,a,1
16770,broad,1
16771,daily,1
16772,measure,1
16773,of,1
16774,Czech,2
16775,equities,1
16776,",",1
16777,rose,1
16778,1.2,1
16779,points,1
16780,on,1
16781,Thursday,1
16782,to,1
16783,869.3,1
16784,",",1
16785,the,1
16786,Czech,0
16787,National,0
16788,Bank,0
16789,(,1
16790,CNB,0
16791,),1
16792,said,1
16793,.,1
16794,Eight,1
16795,of,1
16796,the,1
16797,ten,1
16798,sectoral,1
16799,indices,1
16800,rose,1
16801,",",1
16802,with,1
16803,the,1
16804,banking,1
16805,index,1
16806,rising,1
16807,the,1
16808,most,1
16809,",",1
16810,up,1
16811,14.4,1
16812,points,1
16813,to,1
16814,"1,294.5",1
16815,.,1
16816,--,1
16817,Prague,0
16818,Newsroom,0
16819,",",1
16820,42-2-2423-0003,1
16821,-DOCSTART-,1
16822,Russians,2
16823,",",1
16824,rebels,1
16825,sign,1
16826,deal,1
16827,in,1
16828,Chechnya,4
16829,.,1
16830,NOVYE,4
16831,ATAGI,4
16832,",",1
16833,Russia,4
16834,1996-08-22,1
16835,Russian,2
16836,President,1
16837,Boris,3
16838,Yeltsin,3
16839,'s,1
16840,security,1
16841,supremo,1
16842,Alexander,3
16843,Lebed,3
16844,and,1
16845,Chechen,2
16846,rebel,1
16847,chief-of-staff,1
16848,Aslan,3
16849,Maskhadov,3
16850,signed,1
16851,a,1
16852,deal,1
16853,on,1
16854,Thursday,1
16855,aimed,1
16856,at,1
16857,ending,1
16858,three,1
16859,weeks,1
16860,of,1
16861,renewed,1
16862,fighting,1
16863,in,1
16864,the,1
16865,region,1
16866,.,1
16867,The,1
16868,final,1
16869,contents,1
16870,of,1
16871,the,1
16872,document,1
16873,negotiated,1
16874,in,1
16875,this,1
16876,village,1
16877,south,1
16878,of,1
16879,the,1
16880,Chechen,2
16881,capital,1
16882,Grozny,4
16883,have,1
16884,not,1
16885,been,1
16886,officially,1
16887,disclosed,1
16888,.,1
16889,Itar-Tass,0
16890,news,1
16891,agency,1
16892,said,1
16893,it,1
16894,provided,1
16895,for,1
16896,the,1
16897,disengagement,1
16898,of,1
16899,Russian,2
16900,and,1
16901,rebel,1
16902,forces,1
16903,in,1
16904,Chechnya,4
16905,.,1
16906,-DOCSTART-,1
16907,Lebed,3
16908,aide,1
16909,says,1
16910,Russian-Chechen,2
16911,talks,1
16912,going,1
16913,well,1
16914,.,1
16915,NOVYE,4
16916,ATAGI,4
16917,",",1
16918,Russia,4
16919,1996-08-22,1
16920,Talks,1
16921,between,1
16922,Russia,4
16923,'s,1
16924,Alexander,3
16925,Lebed,3
16926,and,1
16927,Chechen,2
16928,separatist,1
16929,leaders,1
16930,were,1
16931,going,1
16932,well,1
16933,on,1
16934,Thursday,1
16935,and,1
16936,the,1
16937,two,1
16938,sides,1
16939,were,1
16940,working,1
16941,out,1
16942,a,1
16943,detailed,1
16944,schedule,1
16945,on,1
16946,how,1
16947,to,1
16948,stop,1
16949,the,1
16950,war,1
16951,",",1
16952,a,1
16953,Lebed,3
16954,aide,1
16955,said,1
16956,.,1
16957,Press,1
16958,spokesman,1
16959,Alexander,3
16960,Barkhatov,3
16961,told,1
16962,reporters,1
16963,the,1
16964,negotiations,1
16965,",",1
16966,being,1
16967,held,1
16968,at,1
16969,this,1
16970,rebel-held,1
16971,village,1
16972,some,1
16973,20,1
16974,km,1
16975,(,1
16976,12,1
16977,miles,1
16978,),1
16979,south,1
16980,of,1
16981,the,1
16982,Chechen,2
16983,capital,1
16984,Grozny,4
16985,",",1
16986,were,1
16987,progressing,1
16988,briskly,1
16989,and,1
16990,being,1
16991,conducted,1
16992,in,1
16993,a,1
16994,good,1
16995,mood,1
16996,.,1
16997,He,1
16998,said,1
16999,a,1
17000,document,1
17001,would,1
17002,be,1
17003,completed,1
17004,in,1
17005,an,1
17006,hour,1
17007,'s,1
17008,time,1
17009,for,1
17010,signature,1
17011,by,1
17012,the,1
17013,two,1
17014,sides,1
17015,",",1
17016,who,1
17017,were,1
17018,working,1
17019,on,1
17020,a,1
17021, ,5
17022,day-by-day,1
17023,schedule,1
17024,to,1
17025,stop,1
17026,the,1
17027,war,1
17028,in,1
17029,Chechnya,4
17030,.,1
17031, ,5
17032,-DOCSTART-,1
17033,Yeltsin,3
17034,shown,1
17035,on,1
17036,Russian,2
17037,television,1
17038,.,1
17039,MOSCOW,4
17040,1996-08-22,1
17041,Russian,2
17042,television,1
17043,showed,1
17044,a,1
17045,brief,1
17046,clip,1
17047,of,1
17048,Boris,3
17049,Yeltsin,3
17050,on,1
17051,Thursday,1
17052,",",1
17053,with,1
17054,the,1
17055,president,1
17056,laughing,1
17057,and,1
17058,smiling,1
17059,as,1
17060,he,1
17061,spoke,1
17062,to,1
17063,nominee,1
17064,health,1
17065,minister,1
17066,Tatyana,3
17067,Dmitrieva,3
17068,.,1
17069,It,1
17070,was,1
17071,the,1
17072,first,1
17073,time,1
17074,the,1
17075,president,1
17076,had,1
17077,been,1
17078,shown,1
17079,on,1
17080,television,1
17081,since,1
17082,he,1
17083,was,1
17084,inaugurated,1
17085,for,1
17086,a,1
17087,second,1
17088,term,1
17089,in,1
17090,office,1
17091,on,1
17092,August,1
17093,9,1
17094,.,1
17095,He,1
17096,returned,1
17097,to,1
17098,the,1
17099,Kremlin,4
17100,on,1
17101,Thursday,1
17102,after,1
17103,a,1
17104,two-day,1
17105,break,1
17106,in,1
17107,the,1
17108,lakelands,1
17109,of,1
17110,northwestern,1
17111,Russia,4
17112,.,1
17113,-DOCSTART-,1
17114,PRESS,1
17115,DIGEST,1
17116,-,1
17117,Bosnia,4
17118,-,1
17119,Aug,1
17120,22,1
17121,.,1
17122,SARAJEVO,4
17123,1996-08-22,1
17124,These,1
17125,are,1
17126,the,1
17127,leading,1
17128,stories,1
17129,in,1
17130,the,1
17131,Sarajevo,4
17132,press,1
17133,on,1
17134,Thursday,1
17135,.,1
17136,Reuters,0
17137,has,1
17138,not,1
17139,verified,1
17140,these,1
17141,stories,1
17142,and,1
17143,does,1
17144,not,1
17145,vouch,1
17146,for,1
17147,their,1
17148,accuracy,1
17149,.,1
17150,OSLOBODJENJE,0
17151,-,1
17152,The,1
17153,Bosnian,2
17154,federation,1
17155,launches,1
17156,a,1
17157,common,1
17158,payment,1
17159,system,1
17160,on,1
17161,Friday,1
17162,.,1
17163,Under,1
17164,the,1
17165,new,1
17166,system,1
17167,taxes,1
17168,and,1
17169,customs,1
17170,may,1
17171,be,1
17172,paid,1
17173,in,1
17174,the,1
17175,Bosnian,2
17176,dinar,1
17177,",",1
17178,the,1
17179,Croatian,2
17180,kuna,1
17181,or,1
17182,the,1
17183,Deutsche,1
17184,mark,1
17185,until,1
17186,a,1
17187,new,1
17188,Bosnian,2
17189,currency,1
17190,is,1
17191,introduced,1
17192,.,1
17193,-,1
17194,The,1
17195,president,1
17196,of,1
17197,the,1
17198,Bosnian,0
17199,Association,0
17200,for,0
17201,Refugees,0
17202,and,0
17203,Displaced,0
17204,Persons,0
17205,",",1
17206,Mirhunisa,3
17207,Komarica,3
17208,says,1
17209,many,1
17210,survivors,1
17211,of,1
17212,the,1
17213,1995,1
17214,massacre,1
17215,in,1
17216,the,1
17217,Bosnian,2
17218,town,1
17219,of,1
17220,Srebrenica,4
17221,are,1
17222,languishing,1
17223,as,1
17224,forced,1
17225,laborers,1
17226,in,1
17227,Serbian,2
17228,mines,1
17229,.,1
17230,According,1
17231,to,1
17232,Komarica,3
17233,",",1
17234,"2,400",1
17235,male,1
17236,residents,1
17237,of,1
17238,Srebrenica,4
17239,work,1
17240,in,1
17241,the,1
17242,Trepca,4
17243,mine,1
17244,and,1
17245,"1,900",1
17246,work,1
17247,in,1
17248,a,1
17249,mine,1
17250,in,1
17251,Aleksandrovac,4
17252,.,1
17253,DNEVNI,0
17254,AVAZ,0
17255,-,1
17256,Slovenian,2
17257,police,1
17258,briefly,1
17259,detain,1
17260,two,1
17261,Bosnian,2
17262,opposition,1
17263,leaders,1
17264,in,1
17265,Ljubljana,4
17266,and,1
17267,cancel,1
17268,opposition,1
17269,political,1
17270,rallies,1
17271,in,1
17272,Ljubljana,4
17273,and,1
17274,Maribor,4
17275,.,1
17276,--,1
17277,Sarajevo,4
17278,newsroom,1
17279,",",1
17280,+387-71-663-864,1
17281,.,1
17282,-DOCSTART-,1
17283,Grozny,4
17284,quiet,1
17285,overnight,1
17286,after,1
17287,raids,1
17288,.,1
17289,ALKHAN-YURT,4
17290,",",1
17291,Russia,4
17292,1996-08-22,1
17293,The,1
17294,city,1
17295,of,1
17296,Grozny,4
17297,",",1
17298,pounded,1
17299,by,1
17300,Russian,2
17301,planes,1
17302,and,1
17303,artillery,1
17304,for,1
17305,hours,1
17306,on,1
17307,Wednesday,1
17308,",",1
17309,calmed,1
17310,down,1
17311,overnight,1
17312,",",1
17313,although,1
17314,sporadic,1
17315,explosions,1
17316,and,1
17317,shooting,1
17318,could,1
17319,still,1
17320,be,1
17321,heard,1
17322,.,1
17323,Reuters,0
17324,correspondent,1
17325,Lawrence,3
17326,Sheets,3
17327,",",1
17328,speaking,1
17329,from,1
17330,the,1
17331,nearby,1
17332,village,1
17333,of,1
17334,Alkhan-Yurt,4
17335,",",1
17336,said,1
17337,he,1
17338,had,1
17339,heard,1
17340,little,1
17341,from,1
17342,Grozny,4
17343,since,1
17344,Wednesday,1
17345,evening,1
17346,'s,1
17347,arrival,1
17348,of,1
17349,Russian,2
17350,security,1
17351,chief,1
17352,Alexander,3
17353,Lebed,3
17354,",",1
17355,who,1
17356,said,1
17357,he,1
17358, ,5
17359,came,1
17360,with,1
17361,peace,1
17362, ,5
17363,.,1
17364,A,1
17365,couple,1
17366,of,1
17367,helicopters,1
17368,flew,1
17369,over,1
17370,the,1
17371,city,1
17372,early,1
17373,on,1
17374,Thursday,1
17375,morning,1
17376,",",1
17377,but,1
17378,did,1
17379,not,1
17380,appear,1
17381,to,1
17382,be,1
17383,firing,1
17384,at,1
17385,anything,1
17386,.,1
17387,Lebed,3
17388,said,1
17389,on,1
17390,Wednesday,1
17391,he,1
17392,had,1
17393,clinched,1
17394,a,1
17395,truce,1
17396,with,1
17397,Chechen,2
17398,separatists,1
17399,and,1
17400,he,1
17401,promised,1
17402,to,1
17403,halt,1
17404,a,1
17405,threatened,1
17406,bombing,1
17407,assault,1
17408,on,1
17409,Grozny,4
17410,",",1
17411,which,1
17412,the,1
17413,rebels,1
17414,have,1
17415,held,1
17416,since,1
17417,August,1
17418,6,1
17419,.,1
17420,-DOCSTART-,1
17421,Boat,1
17422,passengers,1
17423,rescued,1
17424,off,1
17425,Colombian,2
17426,coast,1
17427,.,1
17428,BOGOTA,4
17429,",",1
17430,Colombia,4
17431,1996-08-22,1
17432,Colombia,4
17433,'s,1
17434,Coast,0
17435,Guard,0
17436,on,1
17437,Thursday,1
17438,rescued,1
17439,12,1
17440,people,1
17441,lost,1
17442,for,1
17443,three,1
17444,days,1
17445,in,1
17446,an,1
17447,open,1
17448,boat,1
17449,off,1
17450,the,1
17451,Pacific,4
17452,coast,1
17453,",",1
17454,officials,1
17455,said,1
17456,.,1
17457,The,1
17458,boat,1
17459,had,1
17460,been,1
17461,missing,1
17462,since,1
17463,Monday,1
17464,afternoon,1
17465,when,1
17466,it,1
17467,left,1
17468,the,1
17469,tiny,1
17470,island,1
17471,of,1
17472,Gorgona,4
17473,off,1
17474,Colombia,4
17475,'s,1
17476,southwest,1
17477,coast,1
17478,with,1
17479,sightseers,1
17480,for,1
17481,a,1
17482,return,1
17483,trip,1
17484,to,1
17485,Narino,4
17486,province,1
17487,",",1
17488,near,1
17489,the,1
17490,border,1
17491,with,1
17492,Ecuador,4
17493,.,1
17494,The,1
17495,boat,1
17496,ran,1
17497,out,1
